#NAME?,"Sorry, the query is too large to fit into the Excel cell. You will not be able to update your table with the .Stat Populator.",,,,,,,,,,
Country,Time,Sector,Total energy,Oil products,Heavy fuel oil,Light fuel oil,Automotive diesel,Unleaded gasoline,Natural gas,Coal,Electricity
,Q3-1990,Real index for industry and households,74.20034028,64.67857297,,,,,85.49996682,63.20103808,87.52834045
,,Real index for industry,66.94743889,45.09178703,39.75686605,41.63549936,48.35851139,,85.57216433,63.20103808,83.52120767
,,Real index for households,89.56408899,87.07566171,,59.42348095,61.91930711,89.67762429,85.4094219,,96.23717947
,,Nominal index for industry and households,68.65584079,56.00126532,,,,,69.42377938,66.18272675,82.31112484
,,Nominal index for industry,67.0375486,44.77169189,38.11933571,44.55042071,48.65543421,,67.49104695,66.18272675,84.31454617
,,Nominal index for households,72.08385302,68.84205264,,53.88480578,49.12664963,69.58396432,71.84767317,,77.95702061
,Q4-1990,Real index for industry and households,77.03798791,73.9972368,,,,,84.20107025,57.64427946,85.65977678
,,Real index for industry,68.91220579,53.56412283,40.76799444,57.43270542,56.93432069,,84.40152148,57.64427946,81.91879159
,,Real index for households,94.25075119,97.36208431,,77.29604344,70.96209874,99.17169387,83.94967877,,93.79018809
,,Nominal index for industry and households,72.21361291,65.43165437,,,,,69.51674003,60.70391944,81.99105898
,,Nominal index for industry,69.83085578,53.89563251,39.92932501,62.99464393,57.65844491,,67.65922775,60.70391944,84.00439716
,,Nominal index for households,77.26098358,78.62285921,,71.34962298,57.59420815,78.50136129,71.84629813,,77.61540212
,Q1-1991,Real index for industry and households,75.40423647,69.47091134,,,,,85.89410643,58.1171486,86.3059882
,,Real index for industry,67.59950254,49.8986947,43.04883871,47.75120494,52.74921236,,87.26571888,58.1171486,82.56283321
,,Real index for households,91.80527841,92.34321038,,69.78049987,65.83198179,94.3707054,84.21177705,,94.25810639
,,Nominal index for industry and households,70.46502295,61.38954658,,,,,70.21122289,60.64298645,82.40050071
,,Nominal index for industry,68.10074153,49.99581856,42.6219793,51.66191318,53.47649324,,69.07049615,60.64298645,84.35806541
,,Nominal index for households,75.43337665,74.70437745,,64.82671678,53.57381616,74.88056292,71.61036307,,78.24176674
,Q2-1991,Real index for industry and households,74.28501894,67.21196108,,,,,85.52961503,59.35576368,85.8247234
,,Real index for industry,66.97089978,48.44594136,47.42281942,45.0282561,50.35983376,,87.27168751,59.35576368,82.35608086
,,Real index for households,89.65507206,89.14212988,,65.26144491,62.85594112,91.26888573,83.39290382,,93.19365563
,,Nominal index for industry and households,69.85026955,59.95646445,,,,,70.17671828,62.04282989,82.2737362
,,Nominal index for industry,67.65705721,48.89398398,47.65154837,48.52749587,51.44025928,,69.00785974,62.04282989,84.18500471
,,Nominal index for households,74.45913489,72.88419594,,61.23855951,51.79367335,73.22087038,71.61036307,,78.21335582
,Q3-1991,Real index for industry and households,74.50125891,66.49689773,,,,,85.46626269,58.09859595,87.54776635
,,Real index for industry,67.05829094,46.82751039,39.69497398,44.24889913,49.9142277,,87.28372456,58.09859595,84.15245867
,,Real index for households,90.14207781,89.48275146,,65.25330011,62.15629134,91.70204211,83.23708383,,94.76090286
,,Nominal index for industry and households,69.70433051,58.98622438,,,,,70.18545174,60.48185544,83.26363437
,,Nominal index for industry,67.30941536,46.96150345,38.69747246,47.59283625,50.84181337,,69.02370549,60.48185544,85.24372901
,,Nominal index for households,74.73705862,73.03844022,,61.23855951,51.27424228,73.43607885,71.61037308,,79.05703685
,Q4-1991,Real index for industry and households,73.59128058,66.16737905,,,,,85.04007793,55.55821466,85.67864958
,,Real index for industry,66.21151472,46.93478338,38.7177077,44.32586661,50.26400781,,87.31133611,55.55821466,82.25261651
,,Real index for households,89.09928517,88.64279344,,64.45958511,61.7044342,90.87274076,82.25430245,,92.9570604
,,Nominal index for industry and households,69.25523622,59.01216475,,,,,70.2359553,57.53116319,82.3330047
,,Nominal index for industry,66.64419126,46.93242869,37.58316078,47.61263108,51.03651307,,69.11538488,57.53116319,84.02212405
,,Nominal index for households,74.74214435,73.12867187,,61.23855951,51.43268303,73.53997798,71.61037308,,78.7445675
,Q1-1992,Real index for industry and households,73.94141546,65.55809873,,,,,84.04632264,54.18939345,87.44360743
,,Real index for industry,66.43305995,46.55480185,38.21312897,44.56763747,49.74864664,,85.65018493,54.18939345,84.00342177
,,Real index for households,88.94156777,87.6439633,,64.69411165,60.85759039,89.80340382,82.20180743,,94.38660861
,,Nominal index for industry and households,68.84973732,58.12169534,,,,,69.01878081,55.48390259,83.04506464
,,Nominal index for industry,66.1980088,46.11483643,36.40517579,47.78144182,50.10498271,,68.07537053,55.48390259,84.90332342
,,Nominal index for households,74.14734631,72.07621393,,61.25745567,50.3462382,72.3778991,70.10374591,,79.29471679
,Q2-1992,Real index for industry and households,73.37307283,64.49451143,,,,,83.46839624,55.47089228,87.03670525
,,Real index for industry,66.24199112,45.94303444,36.36595442,43.82379228,49.52396569,,85.43232135,55.47089228,83.96331351
,,Real index for households,87.61950956,86.05526538,,63.8050983,60.07398605,88.2041697,81.20979229,,93.23944098
,,Nominal index for industry and households,68.62055106,57.46243832,,,,,69.04990965,56.8998294,83.02282788
,,Nominal index for industry,66.04163188,45.53323741,34.31498814,46.89195329,49.96561142,,68.13356683,56.8998294,84.85900586
,,Nominal index for households,73.77270194,71.32670184,,61.25745567,50.3061408,71.58674016,70.10374591,,79.31704361
,Q3-1992,Real index for industry and households,74.56532466,65.74206152,,,,,83.37363858,52.67268755,88.89010949
,,Real index for industry,67.15650665,46.46367575,35.78255484,43.36458639,50.40758768,,84.97376067,52.67268755,86.02700436
,,Real index for households,89.36662149,88.14763777,,64.09233441,61.35677368,90.57382069,81.5334248,,94.66844365
,,Nominal index for industry and households,69.2589828,58.09166112,,,,,69.12150727,53.80068022,84.16915538
,,Nominal index for industry,66.60728897,45.85706274,33.79254508,46.38221307,50.58059644,,68.21339439,53.80068022,86.27716789
,,Nominal index for households,74.5565225,72.31086133,,61.25745567,50.88657547,72.72581228,70.16587872,,79.91475319
,Q4-1992,Real index for industry and households,74.10836424,66.20217741,,,,,83.30571792,51.25557636,87.10719482
,,Real index for industry,66.65191857,47.28301035,36.35498191,44.23307756,51.28996564,,84.94837666,51.25557636,84.08237642
,,Real index for households,89.00481134,88.19026528,,63.8476687,61.93146477,90.62731441,81.41658504,,93.21189957
,,Nominal index for industry and households,69.03098858,58.65417601,,,,,69.18159621,51.97789497,83.05688075
,,Nominal index for industry,66.20882025,46.54803557,34.31196786,47.18100739,51.31285975,,68.25393918,51.97789497,84.87008525
,,Nominal index for households,74.66910131,72.72408082,,61.25745567,51.58685082,73.16608641,70.24844434,,79.39746168
,Q1-1993,Real index for industry and households,74.23525087,66.78499652,,,,,82.27578131,52.88982935,87.57076536
,,Real index for industry,66.57781143,47.62698526,36.2098423,45.17338813,51.48710164,,83.42597065,52.88982935,84.52354221
,,Real index for households,89.26958686,88.85303649,,63.87825616,61.89345405,91.28837673,80.97183602,,93.53790859
,,Nominal index for industry and households,68.8207089,59.22118671,,,,,67.97312824,53.06480875,82.81649257
,,Nominal index for industry,65.67273638,46.63698487,33.58549817,48.03254262,51.30711825,,66.66899039,53.06480875,84.56913474
,,Nominal index for households,75.00132277,73.71688072,,61.27174441,51.5573329,74.17476041,69.45160168,,79.38442794
,Q2-1993,Real index for industry and households,73.65521328,65.65887825,,,,,81.92994385,48.43432039,87.67397509
,,Real index for industry,66.30918048,46.79835346,35.20261063,45.32595438,50.45160943,,83.43354051,48.43432039,85.24201005
,,Real index for households,88.07814489,87.38424471,,63.14543354,60.02981512,89.78772891,80.22534818,,92.43630557
,,Nominal index for industry and households,68.31251989,58.33243369,,,,,68.00162336,47.90955814,82.9891889
,,Nominal index for industry,65.10695828,45.62939377,32.42420159,48.02260779,50.04011388,,66.710704,47.90955814,84.87074626
,,Nominal index for households,74.60620208,72.96501683,,61.12672499,50.35594024,73.39538366,69.46511128,,79.30467952
,Q3-1993,Real index for industry and households,73.75409675,65.13506013,,,,,81.69715634,46.51387198,88.77185211
,,Real index for industry,66.6515257,46.26953592,34.8542762,41.79710246,50.52668589,,83.33874863,46.51387198,86.86303434
,,Real index for households,87.69902449,86.86618539,,62.79116964,59.68117343,89.24660984,79.83611795,,92.50974344
,,Nominal index for industry and households,68.28013638,57.92653438,,,,,68.04090897,45.55412745,83.66335786
,,Nominal index for industry,65.04629256,44.91738422,31.92050943,43.84734921,49.99442896,,66.78191652,45.55412745,85.75145193
,,Nominal index for households,74.62934685,72.91172473,,61.06630023,50.32876867,73.33991633,69.46820203,,79.57440351
,Q4-1993,Real index for industry and households,73.52767391,65.33304415,,,,,81.76033029,46.90047641,87.71872169
,,Real index for industry,66.44469652,47.00826207,33.23953458,42.06154118,51.93700009,,83.40948964,46.90047641,85.41960222
,,Real index for households,87.43413214,86.44129061,,62.10978418,61.18494853,88.85238882,79.8907133,,92.2209109
,,Nominal index for industry and households,68.00999495,57.98939355,,,,,68.02450194,45.69519968,82.80814018
,,Nominal index for industry,64.77853281,45.44056718,29.92691913,43.87529171,51.23548415,,66.76114675,45.69519968,84.53776714
,,Nominal index for households,74.35452929,72.4443387,,60.23243857,51.65649827,72.92599143,69.45674094,,79.42114447
,Q1-1994,Real index for industry and households,71.81075419,64.73775548,,,,,79.68916247,46.4106424,85.09426686
,,Real index for industry,64.3531251,47.90088659,30.58626013,42.19482528,53.94133263,,80.0361669,46.4106424,81.16000311
,,Real index for households,86.36269212,84.34364543,,61.06349872,63.08960298,86.59128663,79.26140086,,92.65392916
,,Nominal index for industry and households,66.65973483,57.64289673,,,,,65.29439503,45.20828884,80.49676729
,,Nominal index for industry,63.25316862,46.50708863,27.77586739,44.02251225,53.38235804,,63.41895868,45.20828884,80.69119417
,,Nominal index for households,73.3069064,70.6101194,,57.86144832,53.8126415,71.25090584,67.60629532,,80.12317729
,Q2-1994,Real index for industry and households,71.51441288,63.95551269,,,,,79.79625911,43.9454547,85.44772552
,,Real index for industry,64.08493341,46.67737574,27.88337419,40.06917998,53.27531855,,80.70754484,43.9454547,81.97554163
,,Real index for households,86.01142294,84.07524241,,59.21929315,62.0647148,86.53987276,78.67289294,,92.11950436
,,Nominal index for industry and households,66.28084438,56.87248686,,,,,65.29471426,42.37949226,80.73126268
,,Nominal index for industry,62.68428185,45.1519921,24.90272104,41.42821374,52.58492517,,63.45644947,42.37949226,81.02202801
,,Nominal index for households,73.29875235,70.5205548,,56.37445832,53.22088929,71.34389084,67.56079217,,80.17255897
,Q3-1994,Real index for industry and households,71.70663329,63.63207728,,,,,79.79803273,42.14800119,86.46428835
,,Real index for industry,64.34926493,46.43844881,28.91341874,37.74778098,53.14628889,,80.77425785,42.14800119,82.9224274
,,Real index for households,86.06293426,83.65340013,,58.19055648,61.94969952,86.18509931,78.59461404,,93.26995119
,,Nominal index for industry and households,66.33610008,56.43930858,,,,,65.32961838,40.4807494,81.41833916
,,Nominal index for industry,62.78046047,44.67251201,25.46341264,38.8341622,52.24115058,,63.51461645,40.4807494,81.71524538
,,Nominal index for households,73.27415589,70.1412932,,55.26205359,52.95014508,71.05692181,67.56701955,,80.84783578
,Q4-1994,Real index for industry and households,70.68268452,62.68351055,,,,,79.50200462,41.29696247,84.76317909
,,Real index for industry,63.69354264,46.45108546,30.24019045,37.74264467,52.97569118,,80.53275832,41.29696247,81.29640956
,,Real index for households,84.32047173,81.5855488,,56.66570328,61.67453578,84.02981356,78.2313671,,91.42455427
,,Nominal index for industry and households,65.77832911,55.96732102,,,,,65.32878881,39.6874488,80.48135665
,,Nominal index for industry,62.34900547,44.74222963,26.43442594,38.83461631,52.17279897,,63.51264696,39.6874488,80.65707934
,,Nominal index for households,72.46990683,69.03851067,,54.03613817,52.98541711,69.95621241,67.56759519,,80.14370664
,Q1-1995,Real index for industry and households,71.68209785,61.48055716,,,,,78.54405428,41.88572257,86.97491667
,,Real index for industry,65.42802321,44.99844753,32.90420577,35.97648725,50.13133595,,79.53126035,41.88572257,84.5261234
,,Real index for households,83.51748425,80.34975333,,54.20747659,60.25340588,83.046964,77.38701226,,91.53436671
,,Nominal index for industry and households,65.2418011,54.68356757,,,,,64.25698397,40.40001179,80.75806828
,,Nominal index for industry,61.99624579,43.35765781,28.74945802,36.94403354,49.28626863,,63.00607873,40.40001179,81.17085025
,,Nominal index for households,71.3837811,67.64979689,,51.06421132,51.48225448,68.82665654,65.72309115,,79.98950247
,Q2-1995,Real index for industry and households,71.19020428,60.76689678,,,,,78.21337076,39.20208713,86.81124128
,,Real index for industry,65.052801,44.61580166,32.67744735,35.58754912,49.70745986,,79.30445842,39.20208713,84.58273286
,,Real index for households,82.80479855,79.25713795,,52.5230977,61.32563614,82.06110025,76.93457568,,90.96053919
,,Nominal index for industry and households,64.92473495,54.08470675,,,,,64.28787806,37.5437683,80.82254147
,,Nominal index for industry,61.7133569,42.96896877,28.72076251,36.44955462,48.80288668,,63.05432202,37.5437683,81.29428338
,,Nominal index for households,71.00203693,66.81032533,,49.59577789,52.86925177,68.10045687,65.73365135,,79.94419714
,Q3-1995,Real index for industry and households,71.49524876,59.64668386,,,,,78.10748785,42.74198363,88.47586128
,,Real index for industry,65.74628783,43.77024135,30.66165866,33.7429093,49.17359398,,79.19344616,42.74198363,86.43729372
,,Real index for households,82.37474383,77.82249476,,50.13111088,57.12296536,80.78586171,76.83470454,,92.27150505
,,Nominal index for industry and households,64.96345991,52.91446482,,,,,64.28169709,41.39816259,81.84075375
,,Nominal index for industry,62.06458975,42.05043986,27.37601854,34.34753245,48.08315286,,63.04182701,41.39816259,82.45171375
,,Nominal index for households,70.44936318,65.35191504,,47.17967967,48.77625669,66.8064146,65.73487068,,80.70319688
